股票代號,股票,淨賣超,收盤價,漲跌%,成交量,當日,累計15日
4739,康普,-38,-483,66.7,(-0.89%),630
1789,神隆,-37,"-2,168",18.1,(-0.55%),489
6184,大豐電,-37,-703,48.35,(-0.31%),199
8114,振樺電,-37,-398,205,(-2.15%),204
3550,聯穎,-36,-216,14.1,(-0.7%),160
8072,陞泰,-36,-100,32.35,(-1.37%),238
2390,云辰,-35,-210,10.05,(-1.47%),364
1707,葡萄王,-34,-635,123,(-0.4%),127
1217,愛之味,-34,-807,10.35,(-0.48%),292
2511,太子,-34,"-1,330",9.04,(0.11%),494
4440,宜新實業,-34,-4,22.05,(-0.68%),656
6561,是方,-34,-431,384,(-0.9%),116
6643,M31,-34,-42,418,(-1.65%),277
8147,正淩,-34,129,116,(-0.85%),143
5706,鳳凰,-34,-357,53,(-1.12%),199
7714,創泓科技,-34,-285,125.5,(-2.33%),128
3528,安馳,-33,553,74.7,(-0.8%),409
6546,正基,-33,-825,70,(-0.43%),173
6640,均華,-33,-775,635,(-0.63%),164
8150,南茂,-33,"2,674",32.45,(3.34%),"9,850"
8499,鼎炫-KY,-33,104,275,(-3.34%),238
1760,寶齡富錦,-32,-336,65.7,(-1.05%),120
1537,廣隆,-32,-178,124.5,(-1.19%),149
2483,百容,-32,-42,20.15,(1.51%),208
3217,優群,-32,634,176,(0.57%),404
4167,松瑞藥,-32,-907,17.2,(0%),438
6670,復盛應用,-32,-607,246,(-0.81%),249
5481,新華,-32,-221,20.4,(-3.09%),665
3044,健鼎,-31,"1,343",317,(0.48%),"1,713"
5284,jpp-KY,-31,206,275,(0%),682
6596,寬宏藝術,-31,-334,148.5,(-0.67%),259
4109,加捷生醫,-31,-273,15.2,(0%),178
1506,正道,-30,-154,12.85,(0.39%),310
2207,和泰車,-30,-172,570,(-1.38%),141
